Identifier,District,Municipality/Union,Ward Number,Latitude,Longitude,Name of Household,"What is the total number of household members, including yourself?",Water Service Level,Main source of drinking water,Main source of water for other purposes,Specific Location of Water Collection,Time to Collect Water,Times in Last Month When Drinking Water Quantity Was Insufficient,Fecal and Chemical Levels Acceptable,Sanitation Service Level,Type of Toilet Facility,Facility is shared with others outside of the household,Location of sanitation facility,Emptying of on-site sanitation facilities,Disposal of excreta from onite sanitation facilities,Hygiene Service Ladder,Type of Handwashing Facility Used Most Often,Water Available at Handwashing Facility,Soap Available
hs3t-xd5p-7e7f,Barguna,Patharghata Municipality,1,22.0432916,89.976106,,3,Limited,Rainwater collection,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,Elsewhere,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
peuy-4u61-fmwu,Barguna,Patharghata Municipality,9,22.05126001,89.97771132,,4,Limited,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
7qd9-v6dh-dc98,Barguna,Barguna Municipality,3,22.1507271,90.13718921,,3,Limited,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
7a1s-c2a6-60y1,Barguna,Paurashava,1,22.14570029,90.22890961,,4,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
gcjy-amab-jfaj,Barguna,Badarkhali Union,6,22.19509469,90.06587936,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
bytj-nqj2-w8cf,Barguna,Fuljhuri Union,4,22.22315903,90.12912852,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
kch6-8fnj-5d0t,Barguna,Barguna Municipality,3,22.14981393,90.13634917,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
j7gy-4kg0-31r3,Barguna,Patharghata Municipality,1,22.04357174,89.97631051,,3,Basic,Rainwater collection,,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
rn6f-0dgx-bd8j,Barguna,Barguna Municipality,3,22.15744905,90.13321904,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Basic,Toilet that flush/pour to septic tank,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
brdv-ydt5-8w72,Barguna,Patharghata Municipality,9,22.05201365,89.97730444,,5,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
v0du-dsx1-quv3,Barguna,Paurashava,1,22.14601401,90.22938812,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
448x-12v8-tkjt,Barguna,Patharghata Municipality,1,22.04377685,89.97622195,,6,Basic,Public tap/standpipe,,Less than 150 meters/500 feet,Less than 30 minutes,Don't Know,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
s359-gygu-e8w8,Barguna,Patharghata Municipality,9,22.05123152,89.97730242,,4,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
b6hh-7cfx-mg2q,Barguna,Fuljhuri Union,2,22.22373029,90.11298465,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
qsac-ve5p-5kme,Barguna,Paurashava,1,22.14635696,90.22978381,,7,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
uxqn-c6xp-b0xu,Barguna,Patharghata Municipality,1,22.04406873,89.97624701,,4,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
xebd-cq3h-w680,Barguna,Barguna Municipality,3,22.15809651,90.13452544,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
f537-0wsc-42k6,Barguna,Barguna Municipality,3,22.14995806,90.13614038,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
r5fx-hsf4-75j6,Barguna,Barguna Municipality,3,22.14851704,90.1423818,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
89ga-5smm-kjr7,Barguna,Barguna Municipality,3,22.14980685,90.14629128,,6,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
115a-9kw0-u4gn,Barguna,Barguna Municipality,3,22.15509273,90.13484915,,2,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
px1w-ycud-3mu8,Barguna,Paurashava,1,22.14520292,90.22917258,,10,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
pxa4-vjsm-4vm8,Barguna,Patharghata Municipality,9,22.05015298,89.9764453,,8,Safely Managed,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
wdd4-5syb-jsb1,Barguna,Patharghata Municipality,1,22.04393351,89.97646338,,6,Basic,Piped water to yard/plot,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Twinpit offset latrine,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
1n5r-17mn-ygd3,Barguna,Patharghata Municipality,9,22.04991014,89.97714226,,5,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
1mxn-fts0-shd0,Barguna,Betagi Municipality,9,22.40279344,90.16257004,,7,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
rgj0-kgv8-w800,Barguna,Paurashava,2,22.14388639,90.23358392,,2,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
wft7-km0m-evc2,Barguna,Paurashava,2,22.14289768,90.23364788,,5,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
g5xh-h7u8-s78m,Barguna,Betagi Municipality,9,22.40544881,90.16115339,,11,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
auf7-3f7p-jaw3,Barguna,Paurashava,2,22.14169223,90.23397603,,5,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
c1db-tfvs-drxt,Barguna,Paurashava,2,22.1410126,90.23361286,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Don't Know,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
3q3t-dmk1-u87s,Barguna,Paurashava,2,22.14068916,90.23372958,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Don't Know,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
v3ar-2a6n-6w5w,Barguna,Barguna Municipality,3,22.15866707,90.13896869,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
yv4p-22gh-65ns,Barguna,Paurashava,1,22.14507158,90.23040216,,4,Safely Managed,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
3ba7-153g-vh93,Barguna,Barguna Municipality,3,22.15990755,90.14122233,,3,Safely Managed,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to septic tank,No,In own dwelling,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
6wap-fgqv-1rvg,Barguna,Paurashava,1,22.14497659,90.22984528,,4,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
ecmd-fvej-yxju,Barguna,Patharghata Municipality,1,22.04367998,89.97600173,,4,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Don't Know,Not Contaminated,Basic,Toilet that flush/pour to pit latrine,No,In own dwelling,Don't Know,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
mf80-c46g-782k,Barguna,Patharghata Municipality,9,22.05426271,89.97943298,,5,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
p862-72er-aj1x,Barguna,Barguna Municipality,3,22.15946067,90.14062403,,5,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
8pqc-rfys-5d51,Barguna,Barguna Municipality,3,22.15961846,90.1436996,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
269r-82yh-7mmd,Barguna,Patharghata Municipality,1,22.04392857,89.9770655,,4,Basic,Public tap/standpipe,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Not Contaminated,Basic,Twinpit offset latrine,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
7cva-0vcj-4gcn,Barguna,Paurashava,1,22.14503005,90.22901354,,4,Limited,Deep tubewell/borehole,,Between 150 and 500 meters / between 500 and 1600 feet,More than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
q3sa-3unw-dy49,Barguna,Patharghata Municipality,9,22.05415721,89.97950743,,5,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Not Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
v350-gpf3-f858,Barguna,Patharghata Municipality,1,22.04410673,89.97673031,,5,Safely Managed,Rainwater collection,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Basic,Twinpit offset latrine,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
jsvx-39rb-fdbj,Barguna,Barguna Municipality,3,22.15793923,90.14442229,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
m1tb-rrb7-td88,Barguna,Paurashava,1,22.14459536,90.22838469,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Basic,Twinpit offset latrine,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
r718-cgjy-srbp,Barguna,Patharghata Municipality,9,22.05301783,89.98112407,,4,Unimproved,Cart with small tank/drum,,More than 500 meters/1600 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
2e54-a5gr-3vs3,Barguna,Patharghata Municipality,1,22.04390378,89.97703758,,5,Basic,Public tap/standpipe,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
yut2-v2px-wcxd,Barguna,Barguna Municipality,3,22.15615325,90.14401652,,4,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
